aCCAP 1L,aCCAP 1R,aCCAP 2L,aCCAP 2R,aCCAP 3L,aCCAP 3R,aCCAP 4L,aCCAP 4R,bCCAP 1L,bCCAP 1R,bCCAP 2L,bCCAP 2R,bCCAP 3L,bCCAP 3R,bCCAP 4L,bCCAP 4R
0.007935777768402437,3.0047714802803293e-06,0.010399805165013333,0.004161052007907329,0.002329304290347448,0.0,0.0,0.0,0.0,0.012598410313119958,0.0,0.0,0.004506254459493629,0.0,0.009276259065781608,0.0
0.007936515088644167,1.5023857401401646e-06,0.010386343602164621,0.004177043954257716,0.0023232276400169615,0.0,0.0,0.0,0.0,0.012618887849263264,0.0,0.0,0.004497382441587389,0.0,0.009259775827966967,0.0
0.00793725240888729,0.0,0.01037288203931697,0.0041930359006093825,0.002317150989687294,0.0,0.0,0.0,0.0,0.012639365385406571,0.0,0.0,0.004488510423681667,0.0,0.009243292590150796,0.0
0.006349801927109553,0.0013487966843344567,0.00829830563145294,0.005593825535730246,0.003209800851382225,0.0,0.0,0.0,0.0,0.02476127918442983,0.0,0.0,0.0035908083389451268,0.0,0.007394634072121556,0.0
0.004762351445333209,0.0026975933686697196,0.006223729223589969,0.006994615170852388,0.0041024507130787945,0.0,0.0,0.0,0.0,0.03688319298345309,0.0,0.0,0.002693106254209104,0.0,0.005545975554090784,0.0
0.00317490096355408,0.004046390053004177,0.004149152815725939,0.008395404805973252,0.004995100574773726,0.0,0.0,0.0,0.0,0.04900510678248127,0.0,0.0,0.0017954041694725634,0.0,0.003697317036061544,0.0
0.0015874504817777364,0.005395186737339439,0.0020745764078640306,0.009796194441095394,0.0058877504364702946,0.0,0.0,0.0,0.0,0.06112702058149961,0.0,0.0,0.0008977020847360229,0.0,0.0018486585180292404,0.0
0.0,0.006743983421673897,0.0,0.011196984076216257,0.006780400298165227,0.0,0.0,0.0,0.0,0.07324893438052286,0.0,0.0,0.0,0.0,0.0,0.0
0.0020791065426399814,0.0060843520774097656,0.005871170675816855,0.009738256405954777,0.007938059259561524,0.0,0.0,0.0,0.0,0.06497128419354738,0.0,0.0,0.0009382419877324693,0.0,0.004854947507227075,0.0
0.004158213085277176,0.005424720733146442,0.01174234135163371,0.008279528735692019,0.009095718220957004,0.0,0.0,0.0,0.0,0.056693634006571875,0.0,0.0,0.0018764839754654562,0.0,0.00970989501445415,0.0
0.006237319627915764,0.004765089388882311,0.017613512027451626,0.006820801065430539,0.010253377182352483,0.0,0.0,0.0,0.0,0.04841598381959638,0.0,0.0,0.0028147259631984434,0.0,0.014564842521681224,0.0
0.008316426170554352,0.004105458044618181,0.02348468270326848,0.005362073395169059,0.011411036143747963,0.0,0.0,0.0,0.0,0.04013833363262088,0.0,0.0,0.0037529679509309124,0.0,0.01941979002890983,0.0
0.01039553271319294,0.0034458267003540503,0.029355853379085337,0.0039033457249063007,0.012568695105144261,0.0,0.0,0.0,0.0,0.03186068344564538,0.0,0.0,0.004691209938663899,0.0,0.024274737536136903,0.0
0.010141375694840209,0.004976176200833418,0.029058615134676745,0.006329245337429516,0.012931326767439733,0.0,0.0,0.0,0.0,0.03865796528900107,0.0,0.0,0.004908188183641019,0.0,0.02415047928183698,0.0
0.009887218676486084,0.006506525701312785,0.028761376890269214,0.00875514494995273,0.013293958429736026,0.0,0.0,0.0,0.0,0.045455247132356755,0.0,0.0,0.005125166428618139,0.0,0.02402622102754012,0.0
0.009633061658133352,0.008036875201792153,0.02846413864585956,0.011181044562475945,0.013656590092032317,0.0,0.0,0.0,0.0,0.05225252897571736,0.0,0.0,0.005342144673595259,0.0,0.02390196277324173,0.0
0.009378904639779227,0.00956722470227152,0.028166900401450968,0.01360694417499916,0.01401922175432861,0.0,0.0,0.0,0.0,0.05904981081907305,0.0,0.0,0.005559122918572378,0.0,0.023777704518943336,0.0
0.009124747621426494,0.011097574202750886,0.027869662157043434,0.016032843787522375,0.014381853416624082,0.0,0.0,0.0,0.0,0.06584709266242382,0.0,0.0,0.005776101163549498,0.0,0.023653446264644946,0.0
0.00971370264611998,0.010585454521604244,0.028378947112858273,0.01432233471930193,0.012612890146550138,0.0,0.0,0.0,0.0,0.06185680846572604,0.0,0.0,0.006320926564324174,0.0,0.022666987878481128,0.0
0.010302657670813467,0.0100733348404576,0.02888823206867205,0.012611825651081484,0.010843926876477833,0.0,0.0,0.0,0.0,0.05786652426902827,0.0,0.0,0.006865751965099886,0.0,0.021680529492315782,0.0
0.010891612695508347,0.009561215159310958,0.02939751702448689,0.010901316582861038,0.00907496360640389,0.0,0.0,0.0,0.0,0.05387624007233541,0.0,0.0,0.007410577365874562,0.0,0.020694071106151964,0.0
