aCCAP 1L,aCCAP 1R,aCCAP 2L,aCCAP 2R,aCCAP 3L,aCCAP 3R,aCCAP 4L,aCCAP 4R,bCCAP 1L,bCCAP 1R,bCCAP 2L,bCCAP 2R,bCCAP 3L,bCCAP 3R,bCCAP 4L,bCCAP 4R
0.00013270128815623806,0.031059982351876042,0.0007415331764918986,0.014495165649856766,0.0,0.014142989720672428,0.0,0.0018595028672547744,0.0,0.0,0.018835955314122948,0.0,0.0,0.0,0.0009149890339987267,0.001943718311110361
6.635064407811903e-05,0.030964823092219703,0.0006486513977186975,0.014494381528113044,5.558902891855022e-06,0.014110443542191998,0.0,0.0018395341409174553,0.0,0.0,0.018975810484947363,0.0,0.0,0.0,0.0008045698590249767,0.0018568900357321012
0.0,0.030869663832562965,0.0005557696189454964,0.014493597406369135,1.1117805783710044e-05,0.014077897363711567,0.0,0.0018195654145805964,0.0,0.0,0.019115665655771445,0.0,0.0,0.0,0.0006941506840512266,0.0017700617603534589
0.0057621291768567345,0.03499232120750662,0.005114422141658858,0.01801842067512962,0.005145812569187306,0.0195075093127541,0.0,0.010333337383593783,0.0,0.0,0.0188782981250916,0.0,0.0,0.0,0.0077116488563062704,0.011652741290912105
0.011524258353713668,0.039114978582449875,0.00967307466437198,0.0215432439438901,0.010280507332590902,0.02493712126179636,0.0,0.01884710935260697,0.0,0.0,0.018640930594411756,0.0,0.0,0.0,0.01472914702856093,0.021535420821470367
0.017286387530570203,0.043237635957393133,0.014231727187085581,0.025068067212650584,0.015415202095994864,0.030366733210838336,0.0,0.027360881321621074,0.0,0.0,0.01840356306373191,0.0,0.0,0.0,0.02174664520081559,0.031418100352029014
0.02304851670742714,0.04736029333233639,0.018790379709798945,0.02859289048141107,0.02054989685939846,0.035796345159880595,0.0,0.03587465329063426,0.0,0.0,0.018166195533052064,0.0,0.0,0.0,0.028764143373070244,0.041300779882586895
0.02881064588428387,0.051482950707279644,0.023349032232512303,0.032117713750171556,0.025684591622802056,0.04122595710892313,0.0,0.044388425259647445,0.0,0.0,0.01792882800237222,0.0,0.0,0.0,0.035781641545324906,0.05118345941314554
0.033342193908927946,0.05596457120006155,0.02633466952700167,0.03654091401325307,0.030654163300153338,0.04195247875045648,0.0,0.05405470545610563,0.0,0.0,0.02044990147644147,0.0,0.0,0.0,0.043656225669529335,0.046682486212892414
0.03787374193357202,0.06044619169284345,0.029320306821491036,0.04096411427633477,0.035623734977504255,0.04267900039199012,0.0,0.06372098565256427,0.0,0.0,0.022970974950510387,0.0,0.0,0.0,0.05153080979373454,0.0421815130126389
