aCCAP 1L,aCCAP 1R,aCCAP 2L,aCCAP 2R,aCCAP 3L,aCCAP 3R,aCCAP 4L,aCCAP 4R,bCCAP 1L,bCCAP 1R,bCCAP 2L,bCCAP 2R,bCCAP 3L,bCCAP 3R,bCCAP 4L,bCCAP 4R
0.1258167295645041,0.08060505510872143,0.036651716987820646,0.01474924494280229,0.0,0.1348902105076635,0.0,0.28413716267177413,0.0,0.012506487098906548,0.6384489010930205,0.0,0.008428543682042289,0.10372261454643503,0.09000195640336407,0.018945903076099634
0.1258957359683467,0.08066960741002209,0.036686815674506656,0.014710606068464171,0.0,0.13498671735977608,0.0,0.28393499262986943,0.0,0.01243395502135965,0.6386370584630334,0.0,0.008466286719732288,0.10361351113818842,0.09008266216515777,0.018993978773756005
0.1259747423721893,0.08073415971132275,0.03672191436119257,0.014671967194126157,0.0,0.13508322421188862,0.0,0.28373282258796423,0.0,0.012361422943812659,0.6388252158330463,0.0,0.008504029757422286,0.10350440772994184,0.09016336792695147,0.019042054471412485
0.12181859735337536,0.08066531543431472,0.03564232456505017,0.013257888121873989,0.0,0.13214211458119962,0.0,0.2759877696513348,0.0,0.011661304372268266,0.6352027153107096,0.0,0.02321914782194614,0.10479239108286294,0.0858771095902752,0.021034333341829626
0.11766245233456125,0.08059647115730655,0.03456273476890777,0.011843809049621925,0.0,0.12920100495051043,0.0,0.2682427167147058,0.0,0.010961185800723685,0.6315802147883735,0.0,0.03793426588646993,0.10608037443578378,0.08159085125359893,0.02302661221224677
0.11350630731574748,0.08052762688029852,0.03348314497276547,0.01042972997736986,0.0,0.12625989531982124,0.0,0.2604976637780759,0.0,0.010261067229179294,0.6279577142660373,0.0,0.052649383950993715,0.10736835778870475,0.07730459291692265,0.025018891082664016
0.10935016229693337,0.0804587826032905,0.032403555176622974,0.009015650905117795,0.0,0.12331878568913225,0.0,0.25275261084144696,0.0,0.009560948657634807,0.6243352137437012,0.0,0.06736450201551776,0.10865634114162559,0.07301833458024629,0.027011169953081157
0.10519401727811943,0.08038993832628247,0.03132396538048057,0.007601571832865627,0.0,0.12037767605844325,0.0,0.24500755790481707,0.0,0.00886083008609037,0.620712713221365,0.0,0.08207962008004155,0.10994432449454669,0.06873207624357001,0.029003448823498302
0.09519916756860465,0.08266804009889314,0.03167957246044799,0.007745149395003394,0.0,0.12431388189015428,0.0,0.25520431379544517,0.0,0.008174064418673506,0.6162747632735054,0.0,0.0943592393934026,0.10949934856571253,0.0709673940762164,0.027737011032706052
0.08520431785908969,0.08494614187150383,0.032035179540415404,0.007888726957141058,0.0,0.1282500877218653,0.0,0.26540106968607324,0.0,0.007487298751256643,0.6118368133256457,0.0,0.10663885870676364,0.10905437263687838,0.07320271190886268,0.0264705732419137
0.0752094681495749,0.08722424364411435,0.03239078662038282,0.008032304519278721,0.0,0.13218629355357617,0.0,0.2755978255767009,0.0,0.00680053308383978,0.6073988633777865,0.0,0.11891847802012455,0.10860939670804409,0.07543802974150907,0.025204135451121455
0.06521461844006002,0.08950234541672503,0.03274639370035034,0.00817588208141649,0.0,0.1361224993852872,0.0,0.285794581467329,0.0,0.006113767416422917,0.6029609134299267,0.0,0.13119809733348559,0.10816442077921005,0.07767334757415545,0.023937697660329205
0.05521976873054515,0.09178044718933556,0.03310200078031765,0.008319459643554154,0.0,0.14005870521699804,0.0,0.2959913373579571,0.0,0.005427001749006102,0.5985229634820677,0.0,0.14347771664684664,0.1077194448503759,0.07990866540680183,0.022671259869536855
0.06613013800626924,0.09738929477659153,0.033551207656553186,0.006655567714843302,0.0,0.13932332245250045,0.0,0.2790678897015332,0.0,0.006558901623769307,0.6033685916093956,0.0,0.12902755321613912,0.1061417924425389,0.08666593353765509,0.020238300175088084
0.07704050728199324,0.10299814236384751,0.03400041453278862,0.004991675786132555,0.0,0.13858793968800268,0.0,0.26214444204510967,0.0,0.007690801498532513,0.6082142197367235,0.0,0.11457738978543172,0.1045641400347019,0.09342320166850845,0.017805340480639413
0.08795087655771724,0.10860698995110363,0.034449621409024155,0.003327783857421599,0.0,0.1378525569235051,0.0,0.24522099438868575,0.0,0.008822701373295766,0.6130598478640521,0.0,0.10012722635472432,0.10298648762686514,0.1001804697993617,0.015372380786190642
0.09886124583344133,0.1142158375383596,0.03489882828525948,0.0016638919287107472,0.0,0.13711717415900732,0.0,0.22829754673226227,0.0,0.009954601248058971,0.61790547599138,0.0,0.08567706292401679,0.10140883521902813,0.10693773793021495,0.01293942109174187
0.10977161510916525,0.11982468512561557,0.03534803516149502,0.0,0.0,0.13638179139450973,0.0,0.21137409907583876,0.0,0.011086501122822176,0.6227511041187086,0.0,0.0712268994933094,0.09983118281119113,0.11369500606106832,0.010506461397293202
0.11456782269108882,0.119401506187475,0.033973464189235164,0.000707860720256278,0.0,0.1393993959883351,0.0,0.21236804962241723,0.0,0.010984592656194517,0.6201008702191116,0.0,0.06361783867255257,0.10128710242440588,0.11561427360405506,0.009457658290018855
0.11936403027301239,0.11897832724933458,0.03259889321697531,0.001415721440512556,0.0,0.14241700058216028,0.0,0.21336200016899654,0.0,0.010882684189566857,0.6174506363195141,0.0,0.0560087778517956,0.10274302203762063,0.11753354114704169,0.008408855182744509
0.12416023785493595,0.11855514831119385,0.031224322244715455,0.002123582160768834,0.0,0.14543460517598583,0.0,0.21435595071557542,0.0,0.010780775722939197,0.6148004024199172,0.0,0.04839971703103863,0.10419894165083539,0.11945280869002843,0.007360052075470367
0.12895644543685952,0.11813196937305342,0.0298497512724557,0.0028314428810250077,0.0,0.1484522097698112,0.0,0.2153499012621543,0.0,0.010678867256311536,0.6121501685203202,0.0,0.040790656210281794,0.10565486126405002,0.12137207623301506,0.00631124896819602
0.13375265301878309,0.11770879043491285,0.028475180300195847,0.00353930360128139,0.0,0.15146981436363657,0.0,0.2163438518087332,0.0,0.010576958789683783,0.6094999346207233,0.0,0.03318159538952483,0.10711078087726476,0.12329134377600182,0.005262445860921673
0.1397834982395995,0.11089925031024334,0.028351442968972337,0.00443231973279531,0.0,0.15323010044896962,0.0,0.22092616412076385,0.0,0.009179818622678217,0.6099546812260033,0.0,0.030117940470673718,0.10861672405737569,0.11371124308752675,0.004303598422834864
0.1458143434604161,0.10408971018557382,0.02822770563774893,0.0053253358643092314,0.0,0.15499038653430267,0.0,0.2255084764327941,0.0,0.0077826784556727,0.6104094278312827,0.0,0.027054285551822477,0.11012266723748647,0.10413114239905191,0.0033447509847479517
0.15184518868123267,0.09728017006090416,0.028103968306525617,0.006218351995823152,0.0,0.15675067261963588,0.0,0.2300907887448243,0.0,0.0063855382886671835,0.6108641744365633,0.0,0.023990630632971365,0.11162861041759714,0.09455104171057686,0.0023859035466611426
