aCCAP 1L,aCCAP 1R,aCCAP 2L,aCCAP 2R,aCCAP 3L,aCCAP 3R,aCCAP 4L,aCCAP 4R,bCCAP 1L,bCCAP 1R,bCCAP 2L,bCCAP 2R,bCCAP 3L,bCCAP 3R,bCCAP 4L,bCCAP 4R
0.04712917650480746,0.02230005791676701,0.0,2.994501154989361e-06,1.3283847845520372e-05,0.009008014634573803,0.0,2.5812051005586754e-05,0.033100099488860724,0.0,0.0,0.0008686795737163364,0.0264943249475395,0.0006144221925244812,1.3148490049049634e-05,0.0245336851216347
0.04715362223977659,0.022313025664751265,0.0,1.4972505774946806e-06,6.641923922760186e-06,0.009012744405719059,0.0,1.2906025502212133e-05,0.03311055680244651,0.0,2.9582995323892435e-06,0.000875068285140626,0.026438420088711032,0.0006165648230432853,6.5742450254622045e-06,0.024536801457256053
0.04717806797474572,0.022325993412735518,0.0,0.0,0.0,0.009017474176864314,0.0,0.0,0.03312101411603335,0.0,5.916599064778487e-06,0.0008814569965660535,0.026382515229882563,0.0006187074535611655,0.0,0.024539917792877675
0.046089972707595295,0.02231872095947367,0.0,8.732535747919597e-06,0.0018580999592328702,0.0099309114961913,0.0,8.525739854841514e-05,0.03559172461417586,0.0,0.0027499489616287223,0.0032104663759344614,0.027658758031326294,0.0006598569473654053,0.006352241217056369,0.02532088108833563
0.045001877440446904,0.022311448506213263,0.0,1.7465071497292935e-05,0.0037161999184657404,0.010844348815518288,0.0,0.00017051479709683027,0.03806243511231838,0.0,0.005493981324192666,0.005539475755302869,0.028935000832770022,0.0007010064411687212,0.012704482434114612,0.026101844383793853
0.04391378217329851,0.022304176052949976,0.0,2.6197607245212532e-05,0.00557429987769861,0.011757786134845807,0.0,0.0002557721956464079,0.0405331456104609,0.0,0.008238013686757377,0.007868485134673553,0.030211243634213753,0.0007421559349720372,0.019056723651169106,0.026882807679252073
0.04282568690614809,0.02229690359968957,0.0,3.4930142993859e-05,0.00743239983693105,0.012671223454172795,0.0,0.0003410295941959855,0.04300385610860342,0.0,0.01098204604932132,0.010197494514041961,0.031487486435655854,0.0007833054287753531,0.02540896486822735,0.027663770974710296
0.04173759163899767,0.022289631146427718,0.0,4.36626787417786e-05,0.00929049979616392,0.013584660773500314,0.0,0.00042628699274440063,0.04547456660674593,0.0,0.013726078411886031,0.012526503893410368,0.03276372923709958,0.0008244549225795929,0.03176120608528372,0.02844473427016825
0.044129752840014684,0.022039476278221285,0.0,0.0008707781205540958,0.009089487382791753,0.01458821784967212,0.0,0.001264130642358862,0.04147246813123511,0.0,0.01246641598159694,0.012741127561272275,0.032822664693812356,0.0007745884020508416,0.0282190249028384,0.029052842685662904
0.0465219140410317,0.02178932141001485,0.0,0.001697893562366413,0.008888474969419587,0.01559177492584339,0.0,0.0021019742919721612,0.03747036965572325,0.0,0.01120675355130785,0.012955751229133044,0.03288160015052349,0.0007247218815230141,0.024676843720389332,0.02966095110115729
0.04891407524205074,0.021539166541808413,0.0,0.002525009004180184,0.008687462556047422,0.01659533200201466,0.0,0.002939817941587785,0.03346827118021243,0.0,0.009947091121017992,0.013170374896992675,0.03294053560723627,0.000674855360993339,0.021134662537944014,0.030269059516651407
0.05130623644306978,0.021289011673601976,0.0,0.0033521244459925013,0.008486450142675255,0.017598889078186464,0.0,0.0037776615912010845,0.029466172704700568,0.0,0.008687428690728903,0.01338499856485458,0.032999471063947405,0.0006249888404655115,0.01759248135549682,0.03087716793214606
0.05369839764408679,0.02103885680539554,0.0,0.004179239887804819,0.00828543772930352,0.01860244615435827,0.0,0.004615505240815546,0.025464074229188702,0.0,0.007427766260439812,0.01359962223271535,0.03305840652066018,0.000575122319937684,0.014050300173049625,0.031485276347640444
0.05135512791300804,0.0216185501882505,0.0,0.005671291440794504,0.007744276959394785,0.01833681665497014,0.0,0.006091411146767222,0.02818373891862554,0.0,0.007937931177934749,0.01493551105061791,0.033737479681292065,0.002631626416802132,0.014307577192012175,0.03210841562226207
0.049011858181929276,0.022198243571106897,0.0,0.00716334299378419,0.007203116189486051,0.01807118715558201,0.0,0.007567317052721223,0.030903403608062378,0.0,0.008448096095429684,0.016271399868522746,0.03441655284192395,0.004688130513667504,0.0145648542109766,0.032731554896883966
0.04666858845084849,0.022777936953963296,0.0,0.008655394546773148,0.006661955419577747,0.01780555765619281,0.0,0.0090432229586729,0.03362306829749921,0.0,0.00895826101292462,0.017607288686425308,0.035095626002557466,0.0067446346105338,0.014822131229937273,0.03335469417150533
0.044325318719769725,0.02335763033681969,0.0,0.010147446099763561,0.006120794649669013,0.017539928156804684,0.0,0.010519128864625738,0.03634273298693605,0.0,0.009468425930419556,0.018943177504330146,0.03577469916318772,0.008801138707398248,0.015079408248901697,0.033977833446126954
0.04198204898869096,0.02393732371967609,0.0,0.011639497652753248,0.005579633879760278,0.017274298657416552,0.0,0.011995034770577414,0.03906239767637289,0.0,0.009978590847914493,0.020279066322232704,0.036453772323819605,0.01085764280426362,0.015336685267864247,0.034600972720748586
