CCAP 1L,CCAP 1R,CCAP 2L,CCAP 2R,CCAP 3L,CCAP 3R,CCAP 4L,CCAP 4R,MN L,MN R
0.03857320178039476,0.17959488231710952,0.021734981898119902,0.06394479091994426,0.041331742284732687,0.04038346577925372,0.18382662527153892,0.1534449332793158,0.2581673490231419,0.20731209764119168
0.03859251049815571,0.17963716079914827,0.021738715369053068,0.06397165568190712,0.041361092412953486,0.040398403832641774,0.1839049590244175,0.15348206922752333,0.2582092008271473,0.2073307781628493
0.03715070522461215,0.15431363451147467,0.019883614852265294,0.06207103552764458,0.040828656284103086,0.03897973491945049,0.19234175220727395,0.1504620639631477,0.32242555427191544,0.2202900065255486
0.035708899951068615,0.12899010822380108,0.018028514335477516,0.06017041537338204,0.04029622015525268,0.03756106600625919,0.20077854539013054,0.14744205869877214,0.3866419077166835,0.23324923488824786
0.03426709467752506,0.10366658193612754,0.01617341381868974,0.0582697952191195,0.0397637840264023,0.0361423970930679,0.20921533857298708,0.1444220534343966,0.45085826116145167,0.24620846325094722
0.03208493941911138,0.093743722830065,0.015886379961934708,0.05692274339719848,0.0386115995663385,0.03424985809468934,0.20641503277114295,0.13941968316498674,0.4219781185225106,0.23646228461336
0.029902784160697693,0.08382086372400246,0.015599346105179672,0.055575691575277496,0.0374594151062747,0.032357319096310795,0.2036147269692989,0.13441731289557682,0.3930979758835696,0.22671610597577277
0.02772062890228402,0.07389800461793992,0.015312312248424642,0.054228639753356504,0.036307230646210914,0.030464780097932236,0.20081442116745482,0.12941494262616696,0.3642178332446284,0.21696992733818554
0.02869181617202084,0.06880908654360551,0.01376182512254833,0.05126756942027101,0.034773834083134565,0.027942413771140158,0.19144526799615902,0.12482201091201374,0.3113748018991481,0.1952880685342316
0.02966300344175766,0.06372016846927112,0.012211337996672015,0.04830649908718558,0.03324043752005823,0.02542004744434805,0.18207611482486322,0.12022907919786054,0.25853177055366783,0.17360620973027766
0.030634190711494494,0.05863125039493672,0.010660850870795702,0.04534542875410009,0.031707040956981875,0.022897681117555958,0.17270696165356744,0.11563614748370735,0.20568873920818748,0.15192435092632373
0.0298465571177039,0.0547596644691488,0.009833820548334064,0.0450188101231219,0.02981472539633221,0.02101413965244041,0.17261881986593205,0.11087602835949108,0.18138811643447175,0.138672641545787
0.02905892352391328,0.05088807854336086,0.009006790225872422,0.0446921914921437,0.02792240983568257,0.01913059818732487,0.17253067807829675,0.10611590923527484,0.15708749366075606,0.12542093216525038
0.02827128993012269,0.04701649261757288,0.00817975990341078,0.044365572861165506,0.026030094275032906,0.01724705672220932,0.17244253629066142,0.10135579011105858,0.13278687088704022,0.11216922278471365
0.026320249217250524,0.04383850291595672,0.0074496520235118446,0.042398257727102824,0.02438300287421599,0.016833112356725327,0.17014165711035936,0.09969716804291137,0.12881245927983215,0.1103545951060103
0.024369208504378348,0.04066051321434059,0.006719544143612905,0.040430942593040156,0.022735911473399085,0.01641916799124132,0.1678407779300574,0.0980385459747642,0.12483804767262414,0.10853996742730694
0.02241816779150617,0.03748252351272443,0.005989436263713961,0.03846362745897749,0.021088820072582167,0.016005223625757327,0.1655398987497554,0.096379923906617,0.1208636360654161,0.10672533974860358
0.021979164613871328,0.036137609546419466,0.006460474368431738,0.039464238926023104,0.02223282547276954,0.016877926516889505,0.15947251046532238,0.09323367508770403,0.12078304081420145,0.10118272970431275
0.021540161436236473,0.03479269558011444,0.006931512473149515,0.04046485039306873,0.02337683087295691,0.017750629408021665,0.15340512218088942,0.09008742626879106,0.12070244556298684,0.09564011966002194
0.02110115825860163,0.033447781613809444,0.0074025505778672895,0.041465461860114336,0.024520836273144293,0.01862333229915384,0.14733773389645646,0.08694117744987803,0.12062185031177222,0.09009750961573107
0.021057791845368316,0.027962522839948305,0.005737833430399187,0.04027847798971379,0.02452120536429394,0.021406511419806998,0.14503685471615457,0.0858523573711297,0.11718620574753162,0.09294669526681626
0.021014425432135,0.0224772640660872,0.004073116282931081,0.03909149411931324,0.02452157445544357,0.02418969054046014,0.14273597553585282,0.08476353729238136,0.11375056118329104,0.0957958809179015
0.020971059018901683,0.016992005292226057,0.0024083991354629714,0.0379045102489127,0.02452194354659323,0.026972869661113303,0.14043509635555101,0.08367471721363302,0.11031491661905043,0.09864506656898671
0.02030877568709967,0.02036779215778446,0.0016055994236419816,0.03625066151991089,0.024196833298328654,0.027392696711338677,0.1382937562349084,0.08234705797765177,0.11343018950907599,0.09709124424096234
0.019646492355297626,0.023743579023342898,0.0008027997118209917,0.03459681279090907,0.023871723050064093,0.027812523761564047,0.13615241611426576,0.08101939874167048,0.11654546239910152,0.09553742191293801
0.01898420902349561,0.027119365888901334,0.0,0.03294296406190726,0.023546612801799535,0.02823235081178942,0.13401107599362314,0.07969173950568922,0.11966073528912703,0.09398359958491365
0.018682307694910832,0.030020959417525896,0.0007479593691827107,0.03302318480771025,0.022057802449601815,0.029929827585367778,0.1354281505514691,0.07911471762101173,0.12332701992764226,0.10393589566919642
0.018380406366326027,0.032922552946150485,0.001495918738365425,0.03310340555351324,0.02056899209740408,0.03162730435894614,0.1368452251093151,0.07853769573633423,0.12699330456615746,0.11388819175347922
0.018078505037741253,0.03582414647477505,0.002243878107548139,0.033183626299316246,0.019080181745206346,0.03332478113252451,0.13826229966716097,0.07796067385165674,0.13065958920467272,0.12384048783776207
0.016679788916756266,0.036560021180985586,0.002476071621664893,0.03627179063410772,0.02066559063309251,0.037043703712534896,0.14172563607715924,0.08127331824191755,0.1641172423781955,0.16429933920587564
0.01528107279577128,0.03729589588719612,0.002708265135781647,0.039359954968899234,0.02225099952097866,0.040762626292545304,0.14518897248715748,0.08458596263217837,0.19757489555171848,0.20475819057398945
0.01388235667478628,0.038031770593406684,0.002940458649898404,0.04244811930369071,0.02383640840886482,0.04448154887255571,0.14865230889715567,0.0878986070224392,0.23103254872524145,0.24521704194210325
0.014728193682534522,0.039793884610891804,0.0037403407561682435,0.045703021087982604,0.024099836144198583,0.044556470481030806,0.1477317894069497,0.0857725426037073,0.2108706364179592,0.2143533006451282
0.01557403069028278,0.04155599862837695,0.004540222862438086,0.04895792287227452,0.024363263879532315,0.04463139208950588,0.14681126991674373,0.08364647818497539,0.19070872411067682,0.18348955934815298
0.016419867698031023,0.043318112645862106,0.005340104968707929,0.05221282465656642,0.024626691614866063,0.044706313697980976,0.1458907504265377,0.08152041376624353,0.1705468118033944,0.15262581805117775
0.018088315800079302,0.04718932538582891,0.0057453742731152615,0.05137932417910683,0.024270371018986416,0.040888302581309634,0.13681292945114182,0.0774972840414892,0.1487441089561653,0.1277069046005615
0.01975676390212758,0.05106053812579571,0.006150643577522594,0.050545823701647306,0.023914050423106768,0.037070291464638264,0.12773510847574582,0.07347415431673485,0.1269414061089361,0.10278799114994508
0.021425212004175846,0.054931750865762546,0.00655591288192993,0.04971232322418771,0.023557729827227102,0.03325228034796691,0.11865728750034982,0.06945102459198049,0.10513870326170685,0.07786907769932869
0.022063437640505452,0.053452364162118286,0.007823099621984426,0.05395431070952244,0.02236987639846042,0.030106085048270028,0.11831943240194316,0.06801076975330358,0.09345012717564329,0.07008660993744205
0.022701663276835073,0.051972977458474,0.009090286362038924,0.05819629819485719,0.02118202296969371,0.02695988974857313,0.11798157730353649,0.06657051491462669,0.08176155108957965,0.062304142175555355
0.023339888913164665,0.05049359075482974,0.010357473102093425,0.06243828568019192,0.019994169540926997,0.023813694448876238,0.11764372220512978,0.06513026007594978,0.07007297500351599,0.05452167441366867
0.02173747861644825,0.05328194408358947,0.008592371996256745,0.06279195584317578,0.019256636842034783,0.02306384217490505,0.11838795812006472,0.06433828294976258,0.06467817755575685,0.05059759169270905
0.02013506831973184,0.0560702974123492,0.0068272708904200605,0.06314562600615962,0.018519104143142583,0.02231398990093386,0.1191321940349996,0.0635463058235754,0.05928338010799764,0.0466735089717494
0.018532658023015413,0.058858650741108964,0.005062169784583372,0.06349929616914347,0.01778157144425037,0.02156413762696267,0.11987642994993448,0.0627543286973882,0.053888582660238465,0.04274942625078977
0.018826170438876435,0.06059245470862799,0.004688598032683078,0.06045152236231762,0.017472066369793274,0.023573528886993475,0.12183455001445127,0.06086710343588935,0.05684467437847805,0.044685793174498604
0.019119682854737443,0.062326258676147016,0.004315026280782784,0.05740374855549177,0.017162561295336207,0.025582920147024277,0.12379267007896799,0.058979878174390474,0.059800766096717604,0.04662216009820744
0.019413195270598465,0.06406006264366601,0.003941454528882482,0.054355974748665936,0.01685305622087911,0.027592311407055092,0.12575079014348473,0.057092652912891624,0.06275685781495718,0.04855852702191629
0.01998482858024658,0.06410234112570473,0.004474799918104872,0.054702975413669704,0.01568526658700783,0.02591271402923539,0.12582912389636328,0.06091709549722327,0.07249651639238061,0.061279962270761046
0.020556461889894705,0.06414461960774345,0.005008145307327262,0.055049976078673526,0.014517476953136581,0.024233116651415684,0.12590745764924186,0.0647415380815549,0.082236174969804,0.07400139751960579
0.02112809519954285,0.06418689808978217,0.005541490696549656,0.05539697674367729,0.013349687319265289,0.022553519273595966,0.12598579140212035,0.06856598066588661,0.09197583354722753,0.08672283276845066
0.02016418779983084,0.0653403460329941,0.0049775355753296875,0.055763985902621147,0.013780313345393997,0.02289536770220821,0.12494041525652884,0.07354026319289732,0.13301295943886365,0.09994286648182883
0.019200280400118834,0.06649379397620604,0.004413580454109722,0.056130995061565,0.014210939371522707,0.02323721613082044,0.12389503911093727,0.07851454571990804,0.1740500853304998,0.11316290019520697
0.018236373000406824,0.06764724191941797,0.0038496253328897507,0.056498004220508824,0.014641565397651431,0.023579064559432684,0.1228496629653457,0.0834888282469188,0.2150872112221364,0.12638293390858524
0.017107943381834727,0.06419322923063141,0.004521431354344582,0.05509092691676768,0.01513015349792248,0.02344104454734892,0.12534882853653326,0.08130817202081943,0.217969834707244,0.12212133838086456
0.01597951376326266,0.060739216541844845,0.005193237375799412,0.05368384961302648,0.01561874159819353,0.023303024535265175,0.12784799410772074,0.07912751579472002,0.22085245819235158,0.11785974285314382
0.014851084144690562,0.057285203853058256,0.005865043397254253,0.052276772309285305,0.016107329698464606,0.02316500452318141,0.13034715967890825,0.0769468595686206,0.22373508167745923,0.11359814732542307
0.013138992368734096,0.0557987396369224,0.005124550969937881,0.04948243942570034,0.014243995174886094,0.022499129226331998,0.12729020408543829,0.07370848707477484,0.20049974828415676,0.10319995531113865
0.011426900592777659,0.054312275420786565,0.0043840585426215065,0.0466881065421154,0.012380660651307582,0.021833253929482595,0.12423324849196832,0.07047011458092903,0.17726441489085434,0.09280176329685419
0.009714808816821192,0.052825811204650706,0.003643566115305124,0.04389377365853042,0.010517326127729069,0.021167378632633183,0.1211762928984983,0.06723174208708323,0.15402908149755162,0.08240357128256963
0.011688798182466705,0.049315178415931686,0.0049107528553595705,0.039231981340540116,0.011324705635782565,0.01889694323720651,0.1173285784875864,0.06806387123008077,0.1448261806324527,0.08034347974440377
0.013662787548112234,0.045804545627212666,0.006177939595414014,0.03457018902254983,0.012132085143836062,0.01662650784177984,0.11348086407667453,0.0688960003730783,0.1356232797673538,0.07828338820623787
0.01563677691375779,0.04229391283849359,0.007445126335468475,0.029908396704559498,0.012939464651889573,0.014356072446353153,0.10963314966576251,0.06972812951607588,0.12642037890225483,0.07622329666807198
0.013677901809511292,0.041118859171985885,0.0068430945403845965,0.030568863774624144,0.01132135428814375,0.013942128080869153,0.10853921815418778,0.0690487479925842,0.115344038092291,0.07603486705830806
