CCAP 1L,CCAP 1R,CCAP 2L,CCAP 2R,CCAP 3L,CCAP 3R,CCAP 4L,CCAP 4R,MN L,MN R
0.044548397303489355,0.06443709415662871,0.051828305581903523,0.04548519633147243,0.07020645783921553,0.08240428110576344,0.06138728913642762,0.07597241352539333,0.20295607574077615,0.09458298022370566
0.04456495569783085,0.06444983761433208,0.05193047921736339,0.04551158580390601,0.07022363752690067,0.08246760930378498,0.06139678367111692,0.07598904231173716,0.20299742702836238,0.09460056194029204
0.037460452285399626,0.056780599707033697,0.0652308192906166,0.044654096026152626,0.059192500823978936,0.0873007489785082,0.05389709347366984,0.06718387700153616,0.17436311140117441,0.08832310483277042
0.030355948872968403,0.04911136179973532,0.07853115936386987,0.043796606248399254,0.0481613641210572,0.09213388865323147,0.04639740327622274,0.05837871169133516,0.1457287957739864,0.08204564772524885
0.02325144546053718,0.04144212389243693,0.09183149943712313,0.04293911647064587,0.03713022741813547,0.09696702832795472,0.038897713078775646,0.04957354638113418,0.1170944801467984,0.07576819061772727
0.021509618760692448,0.038012561776456025,0.0894415969253226,0.03967588016230875,0.03460830312077929,0.09995816763565904,0.03833805180247168,0.045485461549144623,0.10016529143726573,0.07104156426687329
0.0197677920608477,0.034582999660475094,0.08705169441352198,0.036412643853971666,0.032086378823423106,0.10294930694336335,0.037778390526167736,0.04139737671715505,0.08323610272773303,0.06631493791601929
0.01802596536100297,0.03115343754449417,0.08466179190172143,0.03314940754563455,0.02956445452606692,0.10594044625106765,0.03721872924986377,0.03730929188516548,0.06630691401820037,0.06158831156516532
0.015870400991937813,0.030509809176706943,0.08488966236039852,0.03196295518980413,0.028127274019788564,0.10172516307025939,0.033680179898280815,0.03872879747777511,0.06648716109445345,0.06615833195455023
0.013714836622872643,0.029866180808919725,0.0851175328190756,0.030776502833973728,0.026690093513510177,0.09750987988945102,0.030141630546697863,0.04014830307038474,0.06666740817070653,0.07072835234393518
0.01155927225380749,0.029222552441132497,0.08534540327775274,0.02959005047814331,0.025252913007231804,0.09329459670864272,0.026603081195114897,0.041567808662994365,0.0668476552469596,0.0752983727333201
0.010175487767711003,0.029517292683120713,0.08444746740674615,0.027901847119387306,0.02196765048652462,0.09502541997575499,0.0264335670473144,0.04777862101986128,0.09910020261538663,0.09095766681285564
0.008791703281614516,0.029812032925108933,0.08354953153573963,0.026213643760631303,0.01868238796581742,0.09675624324286723,0.026264052899513897,0.05398943337672819,0.1313527499838137,0.10661696089239116
0.0074079187955180216,0.030106773167097152,0.08265159566473304,0.024525440401875317,0.015397125445110236,0.0984870665099795,0.0260945387517134,0.060200245733595115,0.1636052973522408,0.12227625497192673
0.006728283996459965,0.03152463853270276,0.07798275509721429,0.02581119166310897,0.016028993281072722,0.10061860564640826,0.02810525855731441,0.0653607561429137,0.1756548209145741,0.1354675603204212
0.006048649197401916,0.032942503898308356,0.07331391452969553,0.02709694292434261,0.016660861117035235,0.10275014478283695,0.030115978362915418,0.0705212665522323,0.1877043444769074,0.1486588656689157
0.005369014398343859,0.03436036926391395,0.06864507396217685,0.02838269418557628,0.017292728952997716,0.10488168391926575,0.03212669816851642,0.07568177696155093,0.19975386803924075,0.16185017101741017
0.005791353968266823,0.0320296222039396,0.07347454116645301,0.025913620060677687,0.018667847164328323,0.10884876026353103,0.031957184020715915,0.07879364187600514,0.19358278950645313,0.1527628753883993
0.006213693538189794,0.029698875143965252,0.0783040083707291,0.023444545935779097,0.020042965375658913,0.11281583660779626,0.03178766987291542,0.08190550679045937,0.18741171097366546,0.14367557975938844
0.006636033108112757,0.027368128083990896,0.08313347557500525,0.020975471810880504,0.021418083586989503,0.11678291295206161,0.031618155725114915,0.0850173717049136,0.18124063244087776,0.13458828413037752
0.005148814204711208,0.026068127890712993,0.07895649214181406,0.02218147456833798,0.022978009999763068,0.1160124936155378,0.031113574043423277,0.08697130655705308,0.1745644783129379,0.12712685945593755
0.003661595301309652,0.024768127697435097,0.07477950870862282,0.023387477325795474,0.02453793641253662,0.11524207427901391,0.030608992361731632,0.08892524140919257,0.167888324184998,0.11966543478149758
0.0021743763979081027,0.023468127504157194,0.07060252527543169,0.024593480083252954,0.026097862825310188,0.11447165494249016,0.03010441068003999,0.09087917626133209,0.16121217005705807,0.11220401010705756
0.0023699558991237767,0.026140392358478235,0.07066097827672904,0.023825707372247925,0.026882398305942926,0.11031454019432427,0.030641751329763312,0.08740345828922043,0.15313443115257036,0.10307502547921156
0.0025655354003394438,0.028812657212799277,0.07071943127802645,0.023057934661242896,0.027666933786575663,0.10615742544615832,0.031179091979486647,0.0839277403171088,0.14505669224808265,0.09394604085136556
0.0027611149015551177,0.031484922067120336,0.07077788427932379,0.022290161950237853,0.0284514692672084,0.1020003106979925,0.03171643262920997,0.08045202234499714,0.1369789533435949,0.08481705622351955
0.0036210616216148855,0.03213945130974792,0.07249225629952451,0.020934244023882928,0.027938329768144393,0.10387332346712039,0.030725314528443435,0.0804204040454113,0.1471344434241068,0.0886616880331729
0.004481008341674661,0.03279398055237553,0.0742066283197253,0.01957832609752799,0.027425190269080354,0.10574633623624823,0.029734196427676902,0.08038878574582542,0.15728993350461876,0.09250631984282628
0.005340955061734436,0.03344850979500312,0.07592100033992602,0.01822240817117305,0.026912050770016346,0.10761934900537619,0.028743078326910365,0.08035716744623955,0.16744542358513073,0.09635095165247969
0.004299299802108643,0.03109831468094014,0.07557503747522072,0.017614132467720537,0.024623145509262034,0.10601518213430697,0.029294188875286745,0.07329631985811519,0.16310524408477028,0.09174105449836413
0.0032576445424828356,0.028748119566877152,0.07522907461051541,0.01700585676426805,0.022334240248507692,0.10441101526323776,0.02984529942366314,0.06623547226999076,0.15876506458440978,0.0871311573442485
0.0022159892828570353,0.02639792445281417,0.07488311174581004,0.016397581060815538,0.02004533498775338,0.1028068483921686,0.030396409972039528,0.059174624681866336,0.15442488508404933,0.08252126019013292
0.002674133074154781,0.02697952349260947,0.07398517587480345,0.016536947580265447,0.02056069330541505,0.10249531335760365,0.029139073830647167,0.054507574818719436,0.14475615805483188,0.08433146885663086
0.003132276865452526,0.02756112253240477,0.07308724000379693,0.016676314099715372,0.021076051623076734,0.10218377832303875,0.027881737689254796,0.049840524955572486,0.13508743102561438,0.08614167752312879
0.003590420656750271,0.028142721572200068,0.07218930413279036,0.01681568061916528,0.021591409940738403,0.10187224328847386,0.026624401547862428,0.045173475092425544,0.12541870399639685,0.08795188618962675
0.002393613771166852,0.029147315788422633,0.06961905400506992,0.015981450821680083,0.021459939553349888,0.0974566021730073,0.025619513548442833,0.043412384327972134,0.12244222860294776,0.08606844955933023
0.001196806885583426,0.030151910004645184,0.0670488038773494,0.015147221024194886,0.021328469165961372,0.09304096105754074,0.024614625549023227,0.041651293563518724,0.11946575320949868,0.08418501292903367
7.18534784354203e-18,0.031156504220867746,0.06447855374962891,0.014312991226709702,0.021196998778572854,0.08862531994207418,0.023609737549603632,0.03989020279906529,0.11648927781604958,0.08230157629873716
0.0015084009516262663,0.02769290801023174,0.0661929257698295,0.01500727441826943,0.0235001755667144,0.09356833332290024,0.024243467489898456,0.043774021088395926,0.12218747576934195,0.09387534849242767
0.0030168019032525326,0.02422931179959572,0.0679072977900301,0.015701557609829157,0.02580335235485594,0.0985113467037264,0.024877197430193287,0.047657839377726594,0.12788567372263437,0.10544912068611825
0.004525202854878799,0.020765715588959704,0.06962166981023069,0.0163958408013889,0.028106529142997515,0.10345436008455253,0.02551092737048812,0.05154165766705727,0.13358387167592678,0.11702289287980877
0.006371754786156247,0.022927469023454727,0.07188801483673257,0.017103415410244637,0.030369530235173244,0.10139777207070662,0.022752672275911958,0.04783212689390137,0.13160492058290368,0.10935302321119313
