CCAP 1L,CCAP 1R,CCAP 2L,CCAP 2R,CCAP 3L,CCAP 3R,CCAP 4L,CCAP 4R,MN L,MN R
0.9470014113286599,0.3706638517425513,0.20344004504517796,0.3632568200123542,0.12234245933148577,0.15072003610141502,0.07422149947816806,0.13140654508836028,0.3189023496628356,0.17522106178854924
0.9472664795412725,0.37079792668392464,0.20349018953806547,0.36344675383042124,0.12238098946985823,0.15077466457553165,0.07427004198927216,0.1314577021398716,0.3189921993386992,0.1752731593839435
0.872066952786184,0.34743604580492876,0.20094873577332967,0.38015242188899717,0.11586464024023103,0.14488591270124088,0.06808896224201685,0.11860817818937378,0.3003472450234025,0.1672172588893995
0.7968674260310953,0.3240741649259329,0.19840728200859375,0.39685808994757343,0.10934829101060378,0.13899716082695013,0.06190788249476156,0.10575865423887588,0.2817022907081058,0.15916135839485543
0.7216678992760063,0.3007122840469371,0.19586582824385793,0.41356375800614936,0.10283194178097656,0.13310840895265938,0.055726802747506264,0.09290913028837809,0.263057336392809,0.1511054579003114
0.7070231514984661,0.29520631792486324,0.17769294498840424,0.40848136127820794,0.09875400767624519,0.1260862682677422,0.055451728517916334,0.08769666936147286,0.24722492709355545,0.14314559122409137
0.6923784037209257,0.28970035180278964,0.1595200617329505,0.40339896455026636,0.09467607357151382,0.11906412758282502,0.05517665428832634,0.0824842084345676,0.23139251779430198,0.13518572454787137
0.6777336559433855,0.28419438568071576,0.1413471784774967,0.39831656782232494,0.09059813946678245,0.11204198689790791,0.05490158005873641,0.0772717475076624,0.21556010849504842,0.12722585787165133
0.6982708423882237,0.28139462760253825,0.1377418054280523,0.39533039890183175,0.08580353855114982,0.11063150300706842,0.05322686342564503,0.07586030189295813,0.2033073019434851,0.1302687229519976
0.7188080288330615,0.2785948695243607,0.13413643237860787,0.3923442299813387,0.08100893763551723,0.10922101911622886,0.05155214679255366,0.07444885627825384,0.19105449539192176,0.13331158803234383
0.7393452152778996,0.27579511144618296,0.13053105932916342,0.3893580610608456,0.0762143367198846,0.10781053522538937,0.049877430159462284,0.07303741066354957,0.17880168884035838,0.13635445311269012
0.7090059243528316,0.27021327033222436,0.12826240538101952,0.3597561511912261,0.07915449345849168,0.1097034650630831,0.046341917267380406,0.0715383840508683,0.18463284941673888,0.1304250157381805
0.6786666334277636,0.2646314292182658,0.1259937514328755,0.3301542413216064,0.08209465019709875,0.11159639490077675,0.04280640437529853,0.070039357438187,0.1904640099931193,0.12449557836367092
0.6483273425026955,0.25904958810430706,0.12372509748473154,0.3005523314519868,0.08503480693570582,0.11348932473847047,0.03927089148321662,0.0685403308255057,0.19629517056949977,0.11856614098916127
0.6413990784393567,0.2563762883459376,0.11549576754405386,0.29654980965515515,0.08308939358536369,0.1114430373684989,0.03944888069059826,0.0642737446767519,0.19031829091323849,0.12089561199052809
0.6344708143760179,0.2537029885875679,0.10726643760337617,0.29254728785832373,0.08114398023502152,0.10939674999852735,0.039626869897979866,0.06000715852799812,0.1843414112569772,0.12322508299189489
